Battery capacity (mAh),Screen size (inches),Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Price euro,Resolution ratio
3315,6.3,8,6000,64.0,16.0,25.0,182.8369584,2.1666666666666665
3000,5.9,8,4000,64.0,13.0,8.0,121.94270399999999,2.0
3600,6.0,8,4000,64.0,16.0,13.0,166.916304,2.0
4000,5.45,4,2000,16.0,13.0,5.0,51.3855504,2.0
3300,5.5,8,3000,32.0,16.0,8.0,62.192063999999995,2.0
3500,5.5,8,3000,32.0,13.0,8.0,62.96304000000001,2.0
3000,5.5,8,2000,16.0,13.0,8.0,48.1731504,2.0
2500,5.0,4,1000,16.0,5.0,5.0,62.834544,1.5
2400,5.0,4,2000,16.0,5.0,2.0,55.89576,2.0
2700,5.45,4,1000,8.0,5.0,5.0,64.2351504,2.0
3700,6.28,8,6000,64.0,16.0,24.0,267.27168,1.1808510638297873
3260,6.22,8,4000,64.0,13.0,8.0,179.25192,2.111111111111111
3050,5.5,4,2000,16.0,13.0,13.0,75.79979039999999,2.0
3050,5.5,4,2000,16.0,13.0,8.0,59.0953104,2.0
3500,6.4,8,8000,128.0,16.0,25.0,231.164304,2.111111111111111
3010,6.0,8,6000,64.0,12.0,20.0,250.438704,2.0
4000,5.99,8,4000,64.0,13.0,16.0,179.8815504,2.0
3500,6.0,8,4000,64.0,16.0,16.0,256.863504,2.0555555555555554
4000,6.0,4,3000,32.0,13.0,13.0,115.51790399999999,2.0
3285,6.0,4,2000,16.0,8.0,5.0,96.372,2.0
4000,6.2,8,3000,32.0,12.0,8.0,167.0319504,2.0833333333333335
3000,5.34,4,1000,8.0,5.0,5.0,44.960750399999995,2.0
2000,4.95,4,1000,8.0,5.0,2.0,44.33112,2.0
4230,6.2,8,2000,16.0,13.0,8.0,95.72952000000001,2.111111111111111
4230,6.2,8,4000,32.0,13.0,8.0,115.51790399999999,2.111111111111111
3225,6.0,8,4000,32.0,16.0,24.0,102.71970239999999,2.0
3000,5.6,8,4000,64.0,13.0,8.0,226.15296,2.0555555555555554
2000,5.0,4,1000,8.0,5.0,2.0,44.960750399999995,2.0
3260,6.22,8,3000,32.0,13.0,5.0,125.797584,2.111111111111111
2400,5.0,4,1000,16.0,5.0,5.0,50.1005904,1.7777777777777777
3000,5.7,4,2000,16.0,13.0,5.0,101.51183999999999,2.0
2500,5.0,4,1000,16.0,8.0,5.0,83.5095504,2.0
2800,5.0,4,1000,8.0,5.0,5.0,38.5359504,1.7791666666666666
3300,6.2,8,4000,64.0,16.0,5.0,218.43035039999998,2.0
3300,6.2,8,3000,32.0,16.0,5.0,192.7311504,2.0
4000,5.45,4,2000,16.0,13.0,8.0,68.10288,2.0
2990,5.2,8,2000,16.0,13.0,8.0,77.0205024,2.0
2800,5.0,4,1000,16.0,13.0,5.0,59.0953104,1.7777777777777777
3260,6.22,8,4000,32.0,13.0,8.0,133.6229904,2.111111111111111
3500,4.5,8,4000,64.0,12.0,8.0,256.9149024,1.5
3000,5.0,4,2000,16.0,8.0,13.0,55.176182399999995,1.7777777777777777
2000,4.5,4,1000,8.0,5.0,5.0,48.687134400000005,1.7791666666666666
4000,5.45,4,3000,32.0,13.0,8.0,55.2404304,2.0
3000,5.5,8,4000,64.0,16.0,5.0,152.2549104,2.0
3000,5.5,8,3000,32.0,13.0,8.0,114.0402,2.0
3500,6.0,8,6000,64.0,12.0,8.0,963.591504,2.0
3060,5.8,8,4000,32.0,16.0,16.0,89.9343504,2.111111111111111
4000,5.99,4,3000,32.0,13.0,13.0,56.2555488,2.0
3000,5.5,4,2000,16.0,13.0,5.0,88.9706304,1.7777777777777777
2900,5.2,4,2000,16.0,8.0,8.0,89.9343504,1.7777777777777777
2800,5.2,4,3000,32.0,13.0,5.0,64.2351504,1.7777777777777777
2300,5.0,4,1000,16.0,8.0,5.0,47.22228,1.7777777777777777
3000,6.1,8,4000,64.0,16.0,8.0,462.57275039999996,2.1666666666666665
3000,5.6,8,4000,32.0,16.0,16.0,167.0319504,2.0555555555555554
2600,5.0,4,2000,16.0,8.0,5.0,87.3644304,1.7777777777777777
2500,5.0,4,2000,16.0,8.0,5.0,99.01901760000001,1.7777777777777777
3260,6.3,8,4000,32.0,16.0,16.0,115.51790399999999,2.111111111111111
4000,5.7,4,2000,16.0,13.0,5.0,102.15432,2.0
3360,6.0,4,3000,16.0,13.0,5.0,109.2216,2.0
2500,5.0,4,2000,16.0,8.0,5.0,58.979664,1.7777777777777777
3000,5.5,8,4000,32.0,13.0,8.0,136.719744,1.7777777777777777
3000,5.7,8,2000,32.0,13.0,8.0,89.9343504,2.0
3000,5.7,4,2000,16.0,13.0,8.0,102.7839504,2.0
3180,5.7,8,2000,16.0,13.0,8.0,121.94270399999999,2.0
2500,5.0,4,2000,16.0,8.0,5.0,80.93963040000001,1.7777777777777777
3300,5.5,8,3000,32.0,13.0,13.0,134.92079999999999,1.7777777777777777
2500,5.0,4,2000,16.0,8.0,5.0,51.3855504,1.7777777777777777
2400,5.45,4,2000,16.0,8.0,8.0,49.984944,2.0
2400,5.45,4,1000,8.0,5.0,5.0,84.80736,2.0
3200,5.93,8,4000,64.0,12.0,8.0,165.75984,2.0
2000,4.5,4,1000,8.0,5.0,5.0,58.337184,1.7791666666666666
3180,5.7,8,4000,64.0,19.0,5.0,743.99184,2.0
1500,2.45,2,512,4.0,2.0,0.0,38.5359504,1.3333333333333333
3000,6.0,4,3000,32.0,16.0,8.0,141.3327504,2.0
3000,5.7,4,3000,32.0,13.0,5.0,128.4831504,2.0
4500,5.2,8,4000,64.0,16.0,8.0,872.48784,1.7777777777777777
4000,5.5,4,2000,16.0,13.0,8.0,105.7008096,1.7777777777777777
2700,5.0,4,3000,32.0,16.0,8.0,93.1467504,1.7777777777777777
3900,5.0,4,1000,16.0,8.0,5.0,77.0847504,1.7777777777777777
3050,5.0,4,2000,32.0,13.0,8.0,69.3749904,1.7777777777777777
2500,5.0,4,1000,16.0,8.0,8.0,46.2457104,1.7777777777777777
2200,5.0,4,1000,8.0,5.0,2.0,48.815630399999996,1.7777777777777777
2200,5.0,4,1000,16.0,8.0,5.0,57.8103504,1.7777777777777777
2400,5.0,4,1000,8.0,5.0,5.0,50.1005904,1.7777777777777777
3000,5.2,8,3000,16.0,13.0,5.0,102.7839504,1.7777777777777777
2500,5.0,4,2000,16.0,8.0,5.0,109.093104,1.7777777777777777
2350,5.0,4,1000,16.0,5.0,2.0,48.815630399999996,1.7791666666666666
3930,6.0,8,4000,64.0,12.0,5.0,256.9791504,2.0
3000,5.5,4,3000,32.0,13.0,13.0,61.6652304,1.7777777777777777
3000,5.45,4,3000,32.0,13.0,8.0,64.2351504,2.0
3300,5.5,4,3000,32.0,13.0,8.0,941.87568,1.7777777777777777
3580,6.0,8,4000,32.0,23.0,16.0,952.9777344,1.7777777777777777
5000,5.2,4,2000,16.0,8.0,5.0,57.437712,1.7777777777777777
3100,5.2,4,4000,32.0,13.0,16.0,80.823984,1.7777777777777777
2600,5.0,4,1000,8.0,8.0,5.0,41.10587039999999,1.7777777777777777
1800,4.0,4,512,4.0,3.2,2.0,38.5359504,1.6666666666666667
2200,5.0,4,1000,16.0,8.0,5.0,53.839824,1.7791666666666666
1700,4.0,4,1000,8.0,2.0,0.3,48.1731504,1.6666666666666667
2300,4.0,4,1000,8.0,5.0,2.0,32.76648,1.6666666666666667
2500,5.0,4,3000,32.0,13.0,5.0,70.544304,1.7777777777777777
4000,5.0,4,3000,32.0,13.0,8.0,86.4649584,1.7777777777777777
1600,4.0,4,1000,8.0,5.0,2.0,30.068064,1.6666666666666667
3000,5.7,8,4000,64.0,20.0,16.0,89.9343504,2.0
2600,5.0,4,3000,32.0,13.0,5.0,51.3855504,1.7777777777777777
5000,5.2,4,1000,16.0,5.0,5.0,61.549584,1.7777777777777777
2400,5.0,4,2000,16.0,8.0,8.0,68.03863199999999,1.7777777777777777
2670,5.45,8,2000,16.0,8.0,5.0,51.3855504,2.0
2500,5.0,4,1000,16.0,8.0,5.0,102.66830399999999,1.7777777777777777
4350,5.98,8,6000,64.0,12.0,16.0,167.0319504,1.7777777777777777
2500,5.0,4,2000,16.0,8.0,5.0,63.862512,1.7777777777777777
2700,5.2,4,1000,8.0,8.0,5.0,57.758951999999994,1.7791666666666666
2300,5.0,4,1000,8.0,2.0,2.0,38.5359504,1.7791666666666666
2300,5.0,4,1000,8.0,5.0,2.0,48.82848,1.7791666666666666
1500,4.0,4,1000,8.0,3.2,2.0,31.481520000000003,1.6666666666666667
3500,5.5,8,3000,32.0,13.0,8.0,62.834544,1.7777777777777777
2300,5.0,4,1000,8.0,5.0,2.0,51.3855504,1.7791666666666666
2500,5.0,4,2000,16.0,13.0,5.0,115.51790399999999,1.7777777777777777
2700,5.0,4,1000,16.0,8.0,5.0,62.96304000000001,1.7791666666666666
5000,5.2,4,3000,32.0,13.0,5.0,76.262376,1.7777777777777777
3080,5.5,4,2000,16.0,13.0,5.0,77.0847504,1.7777777777777777
4000,5.5,4,3000,32.0,12.0,8.0,192.615504,1.7916666666666667
2300,5.0,4,1000,8.0,5.0,8.0,42.1723872,1.7791666666666666
1500,4.0,4,1000,8.0,3.2,2.0,41.10587039999999,1.6666666666666667
2620,5.2,8,3000,32.0,13.0,8.0,122.07119999999999,1.7777777777777777
2620,5.2,8,2000,16.0,13.0,8.0,128.367504,1.7777777777777777
4000,5.0,4,2000,16.0,13.0,8.0,96.24350399999999,1.7777777777777777
1300,4.0,4,512,4.0,2.0,0.3,29.5412304,1.6666666666666667
4100,5.0,4,1000,8.0,8.0,5.0,89.9343504,1.7777777777777777
2000,5.0,4,2000,16.0,8.0,5.0,51.012912,1.7777777777777777
2500,5.0,4,1000,8.0,5.0,8.0,77.0847504,1.7777777777777777
3000,5.0,4,2000,16.0,8.0,13.0,96.35915039999999,1.7777777777777777
3000,5.0,4,3000,16.0,13.0,13.0,109.2087504,1.7777777777777777
2000,4.7,4,1000,8.0,5.0,2.0,77.0976,1.7777777777777777
2500,5.0,4,3000,32.0,13.0,8.0,56.525390400000006,1.7777777777777777
4000,5.5,8,4000,32.0,12.0,8.0,385.4751504,1.7777777777777777
2750,5.2,4,3000,32.0,8.0,8.0,128.4831504,1.7777777777777777
2500,5.0,4,3000,16.0,8.0,5.0,60.71436,1.7777777777777777
2500,5.0,4,2000,16.0,8.0,5.0,67.83303839999999,1.7777777777777777
4000,5.0,4,2000,16.0,8.0,8.0,53.955470399999996,1.7777777777777777
2500,5.0,4,2000,16.0,8.0,5.0,55.5231216,1.7791666666666666
2200,5.0,4,2000,16.0,5.0,2.0,48.815630399999996,1.7791666666666666
3000,5.0,4,2000,16.0,8.0,5.0,73.22987040000001,1.7777777777777777
4000,5.5,8,3000,32.0,13.0,16.0,89.9343504,1.7777777777777777
2300,5.2,4,1000,8.0,8.0,5.0,44.845104,1.7791666666666666
2400,5.0,4,1000,8.0,5.0,5.0,49.984944,3.558333333333333
2700,5.0,4,3000,16.0,8.0,8.0,69.516336,1.7777777777777777
2300,5.0,4,1000,8.0,5.0,5.0,42.3908304,1.7791666666666666
1750,4.0,4,1000,8.0,5.0,2.0,37.90632,1.6666666666666667
4000,5.2,4,3000,16.0,13.0,16.0,73.22987040000001,1.7777777777777777
2500,5.0,4,1000,8.0,5.0,5.0,44.716607999999994,1.7777777777777777
2000,4.5,1,1000,8.0,5.0,5.0,42.275184,1.7791666666666666
5000,5.5,8,3000,32.0,13.0,13.0,89.9343504,1.7777777777777777
4000,5.0,4,3000,32.0,13.0,5.0,75.6969936,1.7777777777777777
3930,5.5,8,4000,64.0,16.0,8.0,179.8815504,1.7777777777777777
2800,5.5,4,2000,16.0,8.0,5.0,61.6652304,1.7777777777777777
3000,5.2,8,4000,64.0,13.0,8.0,79.603272,1.7777777777777777
4000,5.5,8,2000,16.0,13.0,5.0,64.2351504,1.7777777777777777
4000,5.2,8,3000,32.0,13.0,8.0,90.461184,1.7777777777777777
2210,5.0,4,1000,16.0,8.0,5.0,84.8587584,1.7791666666666666
3000,5.2,8,2000,16.0,13.0,5.0,109.093104,1.7777777777777777
3000,5.2,4,3000,32.0,13.0,8.0,63.60552,1.7777777777777777
3000,5.2,4,2000,16.0,8.0,8.0,48.699984,1.7777777777777777
4000,5.5,8,3000,32.0,16.0,8.0,115.63355039999999,1.7777777777777777
4000,4.7,4,2000,16.0,8.0,2.0,359.660304,1.7777777777777777
5000,5.0,8,3000,32.0,13.0,8.0,578.1035039999999,1.7777777777777777
3430,5.5,8,3000,32.0,23.0,8.0,205.465104,1.7777777777777777
2800,5.5,4,2000,16.0,8.0,5.0,56.409743999999996,1.7777777777777777
3000,5.5,4,2000,16.0,13.0,5.0,82.8670704,1.7777777777777777
2400,5.0,4,1000,16.0,8.0,5.0,66.80507039999999,1.7791666666666666
2500,5.0,4,1000,8.0,8.0,5.0,46.2457104,1.7791666666666666
2300,4.0,4,1000,8.0,5.0,2.0,32.1111504,1.6666666666666667
1800,4.0,4,512,4.0,5.0,2.0,33.396110400000005,1.6666666666666667
2500,5.0,4,1000,16.0,5.0,5.0,64.2351504,1.7791666666666666
3000,5.5,8,3000,32.0,13.0,16.0,122.07119999999999,1.7777777777777777
2000,4.5,4,2000,16.0,8.0,5.0,37.26384,1.7791666666666666
2500,4.0,4,512,4.0,5.0,2.0,32.1111504,1.7791666666666666
4000,5.5,8,3000,16.0,12.0,16.0,179.8944,1.7777777777777777
2000,5.0,4,2000,16.0,8.0,5.0,96.35915039999999,1.7777777777777777
2000,5.0,4,2000,32.0,8.0,5.0,51.3855504,1.7777777777777777
2200,5.0,4,2000,16.0,13.0,8.0,83.5095504,1.7777777777777777
2400,5.0,4,1000,8.0,5.0,2.0,50.755919999999996,1.7791666666666666
3000,5.0,4,2000,16.0,8.0,8.0,63.9653088,1.7777777777777777
2700,5.0,4,1000,32.0,8.0,5.0,64.183752,1.7777777777777777
2700,5.2,4,2000,32.0,13.0,8.0,70.6599504,1.7777777777777777
5000,5.2,4,3000,32.0,13.0,8.0,111.3546336,1.7777777777777777
3000,5.5,8,3000,32.0,13.0,5.0,57.8103504,1.7777777777777777
3300,5.5,1,4000,64.0,12.0,8.0,83.5095504,1.7777777777777777
2500,5.0,4,1000,8.0,8.0,5.0,44.960750399999995,1.7791666666666666
2200,5.0,4,1000,16.0,8.0,5.0,64.119504,1.7777777777777777
3000,5.5,8,4000,64.0,16.0,20.0,89.92150079999999,1.7777777777777777
5000,5.0,4,1000,8.0,5.0,2.0,49.856448,1.7791666666666666
4000,5.2,8,3000,16.0,13.0,8.0,76.262376,1.7777777777777777
4000,5.3,8,3000,32.0,13.0,20.0,64.2351504,1.7777777777777777
2300,4.0,4,1000,8.0,2.0,0.3,35.3877984,1.6666666666666667
3000,5.0,4,2000,16.0,8.0,5.0,46.2457104,1.7777777777777777
3000,5.2,4,3000,32.0,13.0,13.0,51.3855504,1.7777777777777777
2500,5.0,4,2000,16.0,8.0,5.0,59.236655999999996,1.7777777777777777
3300,6.0,4,2000,16.0,8.0,5.0,75.79979039999999,1.7777777777777777
4000,5.5,4,3000,16.0,13.0,5.0,96.35915039999999,1.7777777777777777
4300,5.7,4,3000,32.0,13.0,8.0,115.63355039999999,1.7777777777777777
3000,5.2,4,3000,32.0,13.0,8.0,62.898792,1.7777777777777777
3000,5.2,8,4000,64.0,12.0,16.0,359.7888,1.7777777777777777
2500,5.0,4,2000,16.0,13.0,5.0,57.8103504,1.7777777777777777
2000,4.5,4,1000,8.0,5.0,2.0,46.130064,1.7791666666666666
3000,5.5,8,2000,16.0,13.0,5.0,141.21710399999998,1.7777777777777777
4000,5.0,4,2000,16.0,8.0,8.0,69.901824,1.7777777777777777
3000,5.0,4,2000,16.0,8.0,5.0,42.275184,1.7777777777777777
2000,4.5,4,1000,8.0,5.0,5.0,44.33112,1.7791666666666666
2000,5.0,4,1000,8.0,5.0,2.0,52.6705104,1.7791666666666666
2500,5.0,4,2000,16.0,8.0,5.0,47.415024,1.7777777777777777
3000,5.5,1,2000,16.0,8.0,5.0,62.6931984,1.7777777777777777
3000,5.5,4,4000,32.0,16.0,12.0,82.8670704,1.7777777777777777
2500,5.0,4,2000,16.0,8.0,5.0,88.50804480000001,1.7777777777777777
3000,5.5,8,4000,64.0,13.0,5.0,128.4831504,2.0
2450,5.0,4,2000,16.0,8.0,5.0,51.141408,1.7777777777777777
3000,5.5,8,3000,32.0,13.0,5.0,115.63355039999999,1.7777777777777777
3300,5.7,8,4000,32.0,13.0,13.0,141.9366816,1.7777777777777777
3600,5.5,8,3000,64.0,13.0,13.0,217.15824,1.7777777777777777
2800,5.5,8,3000,16.0,13.0,5.0,64.119504,1.7777777777777777
4000,5.5,4,3000,16.0,13.0,5.0,74.92601760000001,1.7777777777777777
2500,5.0,4,1000,8.0,5.0,5.0,44.960750399999995,1.7791666666666666
2000,4.5,4,1000,8.0,5.0,5.0,62.96304000000001,1.6666666666666667
4000,5.0,4,1000,8.0,5.0,5.0,43.675790400000004,1.7777777777777777
2000,4.5,4,1000,8.0,5.0,2.0,49.599455999999996,1.7791666666666666
2400,5.0,4,2000,16.0,5.0,5.0,83.5994976,1.7791666666666666
4000,5.0,4,2000,16.0,8.0,2.0,79.539024,1.7777777777777777
1050,4.5,4,1000,8.0,5.0,5.0,61.549584,1.6666666666666667
4000,5.0,4,2000,16.0,8.0,2.0,83.5095504,1.7777777777777777
4000,5.0,4,3000,16.0,13.0,5.0,102.7839504,1.7777777777777777
2150,5.0,4,1000,8.0,8.0,5.0,81.2865696,1.7777777777777777
2100,5.0,4,2000,16.0,13.0,5.0,96.24350399999999,1.7777777777777777
3000,5.5,4,2000,16.0,13.0,5.0,78.51105600000001,1.7777777777777777
4000,5.0,4,1000,8.0,5.0,5.0,56.525390400000006,1.7777777777777777
2000,5.0,4,768,8.0,5.0,2.0,38.5359504,1.7791666666666666
1750,4.0,4,1000,8.0,5.0,2.0,59.4294,1.6666666666666667
2100,5.0,4,1000,16.0,5.0,2.0,43.5472944,1.7791666666666666
2450,5.0,4,2000,16.0,8.0,5.0,38.5359504,1.7791666666666666
2500,5.0,4,1000,16.0,5.0,5.0,71.9449104,1.7777777777777777
5000,5.5,4,3000,32.0,13.0,5.0,128.4831504,1.7777777777777777
3000,5.0,4,1000,16.0,5.0,5.0,44.960750399999995,1.7791666666666666
1450,4.0,4,1000,16.0,0.0,0.0,62.808844799999996,1.6666666666666667
2100,4.5,4,1000,8.0,5.0,2.0,70.6599504,1.7791666666666666
4000,5.5,4,3000,32.0,13.0,8.0,87.2359344,1.7777777777777777
3050,5.0,4,3000,16.0,8.0,8.0,128.4060528,1.7777777777777777
4000,5.5,4,2000,16.0,13.0,8.0,85.1799984,1.7777777777777777
3050,5.0,4,2000,16.0,8.0,8.0,91.7718432,1.7777777777777777
3000,5.0,4,1000,8.0,5.0,2.0,71.9449104,1.7791666666666666
2350,5.0,4,1000,8.0,5.0,2.0,70.6599504,1.7791666666666666
2800,5.0,4,2000,16.0,8.0,5.0,109.2087504,1.7777777777777777
4000,5.5,8,3000,32.0,13.0,5.0,63.734016000000004,1.7777777777777777
2500,5.5,4,3000,16.0,8.0,5.0,51.141408,1.7777777777777777
2000,5.0,4,1000,8.0,5.0,2.0,52.747608,1.7791666666666666
2450,5.0,4,1000,8.0,5.0,2.0,47.5306704,1.7791666666666666
2200,5.0,4,2000,16.0,8.0,8.0,78.38256,1.7777777777777777
2000,4.5,4,1000,8.0,5.0,3.2,50.113440000000004,1.7791666666666666
1300,4.0,4,512,4.0,2.0,0.3,30.312206399999997,1.6666666666666667
2000,4.0,4,512,4.0,5.0,1.3,25.6863504,1.6666666666666667
2400,5.0,4,1000,8.0,5.0,2.0,62.706048,1.7791666666666666
4000,5.5,4,3000,32.0,13.0,5.0,76.198128,1.7777777777777777
3000,5.2,8,4000,32.0,16.0,8.0,147.75755039999999,1.7777777777777777
1450,4.0,4,512,4.0,5.0,1.3,50.563176,1.6666666666666667
1800,4.5,4,1000,8.0,5.0,2.0,64.2351504,1.7791666666666666
2000,5.0,4,1000,8.0,5.0,2.0,61.549584,1.7777777777777777
5000,5.5,8,4000,64.0,13.0,16.0,116.27603040000001,1.7777777777777777
3000,5.5,8,3000,64.0,13.0,16.0,92.003136,1.7777777777777777
2000,5.0,4,1000,8.0,5.0,2.0,72.8315328,1.7791666666666666
2600,5.0,4,1000,8.0,5.0,2.0,51.3855504,1.7791666666666666
2000,4.5,4,1000,8.0,5.0,2.0,82.87992,1.7791666666666666
4070,5.5,4,4000,32.0,16.0,8.0,141.21710399999998,1.7777777777777777
3000,5.0,4,1000,8.0,5.0,5.0,50.113440000000004,1.7777777777777777
2500,5.0,4,3000,32.0,13.0,8.0,56.53824,1.7777777777777777
2000,5.0,4,1000,8.0,5.0,2.0,47.415024,1.7791666666666666
3000,5.5,4,2000,16.0,8.0,5.0,77.0847504,1.7777777777777777
2800,5.0,8,2000,16.0,13.0,5.0,66.81792,1.7777777777777777
2800,5.2,8,3000,16.0,13.0,5.0,193.0780896,1.7777777777777777
2300,5.0,8,3000,32.0,23.0,8.0,102.71970239999999,1.7777777777777777
2500,5.0,4,2000,16.0,8.0,5.0,77.0847504,1.7777777777777777
3000,5.2,8,2000,16.0,13.0,8.0,115.63355039999999,1.7777777777777777
1800,4.0,4,1000,16.0,5.0,1.3,34.565424,1.7791666666666666
2600,5.0,4,2000,16.0,13.0,5.0,64.2351504,1.7777777777777777
2000,5.0,4,1000,8.0,5.0,2.0,56.53824,1.7791666666666666
1500,4.0,4,512,4.0,2.0,0.3,52.619112,1.7777777777777777
2000,4.7,4,1000,8.0,5.0,5.0,52.04088,1.7777777777777777
4000,5.5,4,2000,16.0,8.0,5.0,57.8103504,1.7777777777777777
2500,5.0,4,2000,8.0,8.0,5.0,71.9449104,1.7777777777777777
2500,5.0,4,1000,8.0,8.0,5.0,79.6546704,1.7777777777777777
2000,5.0,1,1000,8.0,5.0,2.0,57.8103504,1.7777777777777777
4000,5.0,1,1000,8.0,8.0,2.0,51.3855504,1.7777777777777777
2600,5.0,1,1000,8.0,8.0,5.0,76.96910399999999,1.7777777777777777
2500,5.0,4,1000,8.0,5.0,2.0,38.5359504,1.7791666666666666
2500,5.0,4,2000,16.0,8.0,5.0,78.3697104,1.7777777777777777
3000,5.5,8,2000,16.0,13.0,5.0,89.9472,1.7777777777777777
3000,5.2,8,3000,32.0,16.0,5.0,97.6441104,1.7777777777777777
2800,5.5,4,1000,8.0,5.0,3.2,75.81264,1.7777777777777777
2250,5.0,4,2000,16.0,8.0,5.0,78.3697104,1.7777777777777777
3200,5.7,8,3000,16.0,13.0,8.0,89.9343504,1.7777777777777777
2500,5.0,4,2000,16.0,13.0,5.0,95.72952000000001,1.7777777777777777
3100,5.5,4,4000,64.0,13.0,8.0,374.2317504,1.7777777777777777
2700,5.5,4,1000,8.0,8.0,5.0,50.1005904,1.7777777777777777
1850,4.5,4,1000,8.0,5.0,5.0,71.9449104,1.6666666666666667
3000,5.5,8,4000,32.0,13.0,8.0,167.0319504,1.7777777777777777
2600,5.3,4,2000,16.0,13.0,5.0,102.79679999999999,1.7777777777777777
2000,4.0,4,1000,8.0,5.0,1.3,51.3855504,1.6666666666666667
2300,5.0,4,2000,16.0,8.0,5.0,96.35915039999999,1.7777777777777777
1800,4.5,4,1000,8.0,5.0,2.0,63.60552,1.7791666666666666
1600,4.0,4,1000,8.0,5.0,2.0,57.8103504,1.6666666666666667
4000,5.5,8,3000,16.0,13.0,5.0,70.544304,1.7777777777777777
2800,5.5,8,2000,16.0,13.0,5.0,71.31527999999999,1.7777777777777777
2800,5.5,4,2000,32.0,8.0,5.0,64.2351504,1.7777777777777777
3400,5.7,8,4000,64.0,12.0,5.0,354.64896,1.7777777777777777
3000,5.5,8,3000,32.0,13.0,5.0,179.76590399999998,1.7777777777777777
3200,5.5,8,3000,32.0,16.0,8.0,142.63055999999997,1.7777777777777777
2250,5.0,4,1000,8.0,8.0,5.0,65.52011040000001,1.7777777777777777
2000,5.0,4,1000,16.0,8.0,2.0,89.92150079999999,1.7777777777777777
2300,5.5,4,2000,16.0,8.0,5.0,59.0824608,1.7777777777777777
3050,5.5,8,3000,32.0,16.0,8.0,96.35915039999999,1.7777777777777777
2000,4.5,4,1000,8.0,8.0,5.0,44.960750399999995,1.7791666666666666
4000,5.9,8,4000,64.0,20.0,8.0,693.6599568,1.7777777777777777
4350,5.0,4,1000,8.0,0.0,0.0,44.960750399999995,1.7777777777777777
2900,5.5,4,1000,8.0,5.0,3.2,48.0446544,1.7791666666666666
2500,5.0,4,1000,8.0,5.0,2.0,64.2351504,1.7791666666666666
3300,5.5,8,3000,16.0,13.0,8.0,143.91552000000001,1.7777777777777777
2350,5.0,4,1000,8.0,5.0,5.0,52.6705104,1.7777777777777777
2100,5.0,4,2000,16.0,8.0,5.0,55.1119344,1.7777777777777777
3650,5.5,4,2000,16.0,8.0,5.0,87.0174912,1.7777777777777777
1650,4.5,4,1000,8.0,5.0,0.3,34.681070399999996,1.7791666666666666
2500,5.0,4,1000,8.0,5.0,5.0,69.7604784,1.7777777777777777
2800,5.5,4,1000,8.0,5.0,5.0,75.1573104,1.7777777777777777
2450,5.0,4,1000,8.0,5.0,5.0,51.3855504,1.7791666666666666
3000,5.2,8,2000,16.0,13.0,8.0,214.5754704,1.7777777777777777
3100,5.5,8,2000,16.0,13.0,8.0,77.0847504,1.7777777777777777
3000,5.5,4,4000,32.0,21.0,8.0,218.43035039999998,1.7777777777777777
4850,6.44,6,4000,128.0,16.0,5.0,256.9791504,1.7777777777777777
4000,5.0,4,2000,16.0,8.0,2.0,83.4967008,2.5277777777777777
1800,4.0,4,1000,8.0,5.0,0.3,45.988718399999996,1.6666666666666667
2900,5.5,4,1000,8.0,5.0,2.0,38.5359504,0.5620608899297423
2800,5.0,4,2000,16.0,5.0,2.0,76.4422704,1.7791666666666666
2730,5.2,8,2000,16.0,8.0,5.0,134.27832,0.5625
2770,5.0,4,4000,32.0,12.3,8.0,286.53323040000004,1.7777777777777777
2300,5.0,1,512,4.0,3.2,0.3,51.3855504,1.7791666666666666
2000,4.5,1,1000,8.0,5.0,2.0,58.2343872,1.7791666666666666
3100,5.5,8,3000,32.0,13.0,5.0,77.0847504,1.5
